16 16 0.166163 -0.049397
32 16 0.031366 -0.029235
48 16 0.090851 0.348736
64 16 0.170482 0.740321
80 16 0.500047 0.882943
96 16 0.629074 0.734626
112 16 -0.378265 -0.266990
128 16 -0.000776 0.171002
144 16 13.632810 -5.320469
160 16 -0.517927 -0.053357
176 16 -0.591742 0.051049
192 16 -0.019793 0.353632
208 16 -0.135756 0.054343
224 16 0.071595 0.119304
240 16 -0.330166 0.198584
256 16 -0.298354 -0.060610
272 16 -0.144174 -0.264536
288 16 0.062384 -0.007716
304 16 0.230573 -0.184422
320 16 0.151195 -0.175098
336 16 -0.017530 -0.139236
352 16 -0.047691 0.000176
368 16 0.140730 -0.052834
384 16 0.454474 -0.094516
400 16 0.251347 -0.005725
416 16 0.808002 -0.072352
432 16 0.605330 -0.116642
448 16 3.159616 -0.357372
464 16 0.333937 0.027236
480 16 -0.281064 0.211360
496 16 0.218958 0.164449
512 16 1.634814 0.105852
528 16 -1.595421 -0.041024
544 16 -1.551369 0.174158
560 16 0.385945 0.142009
576 16 -0.524479 -0.003960
592 16 -0.065723 -0.010273
608 16 -0.222471 0.036052
624 16 0.193132 0.085154
640 16 -0.210129 0.465648
656 16 0.676948 -0.030724
672 16 -0.256018 -0.404757
688 16 -0.051989 -0.164666
704 16 0.067626 0.188512
720 16 -0.017216 0.004823
736 16 0.126603 0.120000
752 16 0.006626 0.058334
768 16 -0.395353 -0.047450
784 16 1.156223 -0.148380
800 16 0.252262 0.103589
816 16 0.182194 -0.048692
832 16 -0.270554 0.267279
848 16 -0.501949 0.148755
864 16 -0.388456 0.161204
880 16 -0.960414 -0.181592
896 16 -1.128437 0.196163
912 16 0.969602 0.106340
928 16 0.452037 1.223636
944 16 0.910938 0.085704
960 16 -3.572111 0.787450
976 16 -0.390432 -0.448545
992 16 0.416768 0.170686
1008 16 -0.070423 -0.130439
1024 16 0.574753 -0.502890
1040 16 -0.092424 0.103704
1056 16 0.181241 -0.284891
1072 16 0.648279 -0.187286
1088 16 0.449945 -0.296234
1104 16 0.067007 -0.070646
1120 16 -0.230898 0.000000
1136 16 37.500000 37.500000
1152 16 37.500000 37.500000
1168 16 0.339536 0.258816
1184 16 0.379798 0.025746
1200 16 -0.288833 -0.095326
1216 16 -0.962617 -0.920777
1232 16 0.522519 0.427908
1248 16 0.137173 0.427067
1264 16 -0.164686 -0.081635
16 32 0.195756 -0.145638
32 32 0.132951 -0.141531
48 32 -0.034261 0.144103
64 32 0.227794 0.210500
80 32 0.572307 0.340700
96 32 0.633830 -0.078278
112 32 0.168287 -0.187595
128 32 -0.226995 -0.169852
144 32 -0.358251 0.387584
160 32 -0.987373 0.021345
176 32 -0.485232 0.007296
192 32 -0.446264 -0.869991
208 32 -0.221161 -0.505583
224 32 0.008898 -0.659011
240 32 -0.129910 -0.055792
256 32 0.298460 -0.022189
272 32 0.220785 -0.104747
288 32 0.893819 -0.299159
304 32 0.815185 -0.436882
320 32 0.844888 -0.412384
336 32 0.629422 -0.162826
352 32 0.273598 0.180205
368 32 0.344678 0.124676
384 32 0.325349 0.055313
400 32 0.902295 -0.133175
416 32 1.191478 -0.010378
432 32 4.187102 0.134854
448 32 4.932398 0.159194
464 32 3.485734 0.029194
480 32 0.534280 0.297742
496 32 -0.249005 0.449989
512 32 -0.183230 0.531727
528 32 -1.800109 0.083892
544 32 -1.153709 -0.108876
560 32 -0.710352 -0.116255
576 32 -0.228109 -0.103244
592 32 -0.677250 -0.074529
608 32 -0.443920 -0.034579
624 32 -0.625948 0.121385
640 32 -0.147051 -0.016386
656 32 -0.491637 -0.268872
672 32 -1.080776 -0.432381
688 32 -1.064353 -0.337298
704 32 -1.220917 -0.082212
720 32 0.067954 0.005518
736 32 0.129629 -0.102789
752 32 0.886314 -0.106439
768 32 0.703704 -0.139942
784 32 0.415344 0.079200
800 32 -0.225634 0.072565
816 32 -0.209270 0.260173
832 32 -0.492930 0.210953
848 32 -1.330288 -0.004428
864 32 -2.414847 -0.438760
880 32 -3.409750 -1.381022
896 32 -2.375801 -0.334638
912 32 0.564983 0.573137
928 32 1.419450 1.053316
944 32 0.273536 1.309066
960 32 0.024264 0.854708
976 32 -0.407524 0.283933
992 32 0.234604 -0.016261
1008 32 0.382514 -0.277911
1024 32 0.364921 -0.225264
1040 32 0.478301 -0.173923
1056 32 0.478279 -0.014534
1072 32 0.664051 -0.117220
1088 32 0.610897 0.021144
1104 32 0.348999 -0.048651
1120 32 0.166785 -0.053428
1136 32 0.255537 -0.093482
1152 32 0.416695 0.113968
1168 32 0.447376 0.210115
1184 32 0.299513 0.215382
1200 32 0.504039 0.260845
1216 32 0.551221 0.399450
1232 32 -0.004139 0.655129
1248 32 -0.284190 0.033969
1264 32 -0.087428 -0.125779
16 48 0.620198 -0.205660
32 48 0.291998 -0.222117
48 48 0.040177 -0.150452
64 48 0.267804 -0.516479
80 48 0.649664 -0.664229
96 48 0.583165 -0.762219
112 48 0.493913 -0.255764
128 48 0.392793 -0.025701
144 48 0.353238 0.464932
160 48 0.008008 0.021935
176 48 -0.367056 -0.521968
192 48 -1.588640 -5.757048
208 48 -0.219579 -5.436668
224 48 -0.305244 -3.885522
240 48 0.156350 -0.409554
256 48 0.351036 -0.395143
272 48 0.416132 -0.683047
288 48 1.225610 -1.578674
304 48 4.036447 -4.030092
320 48 1.735559 -1.445684
336 48 1.361187 -0.730146
352 48 0.880258 -0.318876
368 48 0.818239 -0.021670
384 48 1.001637 0.044513
400 48 1.784394 -0.042091
416 48 4.776520 0.456975
432 48 8.110387 0.707207
448 48 6.724293 0.336416
464 48 5.127724 -0.028659
480 48 0.786167 0.263779
496 48 -0.203077 0.408021
512 48 -0.272503 0.728669
528 48 -3.148093 0.744114
544 48 -3.233778 0.769814
560 48 -2.195325 0.001444
576 48 -0.906159 -0.049522
592 48 -1.194520 -0.188250
608 48 -0.879761 -0.232173
624 48 -0.847767 -0.153837
640 48 -0.317611 -0.267426
656 48 -0.638607 -0.647916
672 48 -1.086671 -0.758866
688 48 -1.422676 -0.728602
704 48 -2.075571 -0.127489
720 48 -0.456494 -0.336313
736 48 0.411106 -0.275522
752 48 1.548544 -0.251828
768 48 0.591017 0.082389
784 48 -0.192250 0.009578
800 48 -0.358178 -0.009201
816 48 0.068136 0.172819
832 48 0.026102 0.407890
848 48 -0.089333 0.199011
864 48 -1.472739 -0.206382
880 48 -0.956324 -0.155437
